FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.645,645,59256,Non,Non,Non,"MULTILINESTRING ((709395.506000002 7050604.32799886, 709408.555000002 7050604.66999886, 709517.250000002 7050607.84699886))"
sc_schema_cyclable_pm35_2023.646,646,59507,Non,Oui,Non,"MULTILINESTRING ((706680.244012668 7055773.82757681, 706690.935273465 7055741.19336543, 706704.830499999 7055715.8696, 706802.185199998 7055672.06, 706844.777800001 7055642.8536, 706898.931400001 7055592.9594, 706942.740900002 7055552.1921, 706962.2691261 7055529.82541508))"
sc_schema_cyclable_pm35_2023.647,647,59350,Oui,Oui,Non,"MULTILINESTRING ((704916.700999998 7060333.7849, 704932.269000001 7060304.6623, 704968.306999996 7060237.378, 704997.810999997 7060179.46, 705038.281000003 7060094.5276, 705047.641900003 7060076.7924))"
sc_schema_cyclable_pm35_2023.648,648,59350,Oui,Oui,Non,"MULTILINESTRING ((704505.351176844 7057860.23333696, 704592.232761417 7058059.3085827, 704627.742184178 7058127.10234421, 704732.978799999 7058315.6833, 704751.023000002 7058350.204, 704772.950999998 7058397.289, 704776.652000003 7058405.634, 704826.998000003 7058554.776, 704835.335000001 7058578.467, 704843.540600002 7058596.5714, 704845.667000003 7058601.263, 704846.7051 7058602.4926, 704846.688699998 7058607.1487))"
sc_schema_cyclable_pm35_2023.649,649,59350,Non,Oui,Non,"MULTILINESTRING ((705668.976999998 7059537.272, 705680.658399999 7059521.0355, 705727.840000004 7059455.094, 705747.604999997 7059427.153, 705725.387999997 7059432.352, 705486.597999997 7059358.544, 705465.935999997 7059355.849))"
sc_schema_cyclable_pm35_2023.650,650,59256,Non,Non,Non,"MULTILINESTRING ((710169.654000002 7050448.20599886, 710161.030000002 7050456.94199885, 710097.945000002 7050515.48999886))"
sc_schema_cyclable_pm35_2023.651,651,00000,Non,Non,Oui,"MULTILINESTRING ((712259.66034313 7048465.12536962, 712326.50716535 7048550.28058152, 712378.078319678 7048638.52253377, 712423.672735858 7048699.45538678, 712438.878751129 7048726.78553212, 712392.364193618 7049082.31691699, 712370.77783466 7049179.53419719, 712343.150593703 7049279.74657855, 712414.661755706 7049337.61737731, 712419.145238293 7049364.92396467, 712432.814172887 7049380.21811058, 712490.661229775 7049419.78760549, 712499.721921016 7049431.95203935, 712354.686376251 7049586.60901745, 712342.411519352 7049615.43853823, 712337.807473227 7049642.83657385, 712337.754018422 7049667.12500542, 712352.803093241 7049732.44758744, 712323.744825694 7049806.80920471, 712247.320007323 7049920.61993596, 712270.009889258 7049998.10353654, 712269.919899489 7050039.21580184, 712210.438122025 7050067.94264619, 712120.37111401 7050157.32565624, 712092.884088966 7050196.81900868, 712092.733381101 7050266.67663365, 712028.660368028 7050286.2594478, 711999.654798195 7050339.34285487, 711969.146374967 7050365.12622112, 711871.456983387 7050437.78481382, 711834.793693867 7050487.84471365, 711814.832090802 7050562.22889213, 711753.631797904 7050703.37666938, 711715.410815835 7050786.85933741, 711696.986836089 7050839.96677373))"
sc_schema_cyclable_pm35_2023.811,811,59350,Non,Oui,Non,"MULTILINESTRING ((704670.267499998 7060422.0748, 704661.703000002 7060453.313, 704627.865999997 7060484.155, 704552.358999997 7060545.849, 704470.939300001 7060652.9085, 704434.952100001 7060732.6647, 704433.5321 7060736.3408, 704432.1831 7060739.9055, 704430.763099998 7060743.4702, 704429.484999999 7060746.9236, 704428.136 7060750.3769, 704426.858000003 7060753.7188, 704425.650899999 7060756.9494, 704424.443899997 7060760.0685, 704423.307800002 7060763.1877, 704422.242600001 7060766.1955, 704421.177599996 7060768.9804, 704420.183399998 7060771.7654, 704419.189300001 7060774.439, 704418.337200001 7060776.8898, 704417.485100001 7060779.2292, 704416.703900002 7060781.4572, 704415.922899999 7060783.4624, 704415.442699999 7060784.8852, 704415.283699997 7060785.3562, 704414.644599997 7060787.1386, 704414.076700002 7060788.5867, 704413.650399998 7060790.035, 704413.224399999 7060791.149, 704412.8693 7060792.1516, 704412.585299999 7060792.9314, 704412.443099998 7060793.4884, 704412.301200002 7060793.8226, 704412.2302 7060793.934, 704412.088200003 7060794.3796, 704411.875299998 7060794.8252, 704411.591200002 7060795.605, 704411.236299999 7060796.4961, 704410.810199998 7060797.6101, 704410.313299999 7060798.8355, 704409.745300002 7060800.2836, 704409.106399998 7060801.8432, 704408.467299998 7060803.6256, 704407.686399996 7060805.5193, 704406.905500002 7060807.5244, 704406.053499997 7060809.641, 704405.201499999 7060811.9804, 704404.278399996 7060814.4311, 704403.284500003 7060816.8818, 704402.2905 7060819.5554, 704401.225500003 7060822.3403, 704400.160499997 7060825.1253, 704399.095399998 7060828.0217, 704397.959399998 7060831.0294, 704396.823299997 7060834.1486, 704395.687200002 7060837.2678, 704394.480099999 7060840.4984, 704393.343900003 7060843.729, 704392.136799999 7060847.071, 704390.9296 7060850.413, 704389.722499997 7060853.755, 704388.515299998 7060857.2084, 704387.308200002 7060860.5504, 704386.101000004 7060864.0039, 704384.964599997 7060867.4573, 704383.757399999 7060870.9108, 704382.620999999 7060874.3643, 704381.484800004 7060877.7063, 704380.348399997 7060881.1598, 704379.283 7060884.5019, 704378.217600003 7060887.844, 704377.223099999 7060891.0748, 704376.228600003 7060894.4169, 704375.234200001 7060897.5363, 704374.381499998 7060900.6557, 704373.457999997 7060903.775, 704372.676200002 7060906.7831, 704371.894599997 7060909.6797, 704371.183899999 7060912.4649, 704371.056000002 7060912.9994, 704370.544100001 7060915.1388, 704370.246200003 7060916.3839))"
sc_schema_cyclable_pm35_2023.812,812,59286,Non,Non,Oui,"MULTILINESTRING ((699190.055034716 7056542.41856361, 699185.725401093 7056547.21446547, 699180.873178207 7056554.09684689, 699174.501658545 7056563.13419525, 699157.01659968 7056579.78663227, 699157.749306908 7056582.58424169, 699158.506296065 7056585.16488654))"
sc_schema_cyclable_pm35_2023.813,813,59360,Non,Oui,Non,"MULTILINESTRING ((701617.0079 7057202.416, 701690.045900002 7057164.5527, 701704.829099998 7057161.3072))"
sc_schema_cyclable_pm35_2023.814,814,00000,Non,Oui,Non,"MULTILINESTRING ((704834.5999 7061194.8802, 704908.020999998 7061299.413))"
sc_schema_cyclable_pm35_2023.815,815,59350,Non,Non,Oui,"MULTILINESTRING ((703533.946000001 7060859.01699775, 703600.861000001 7060912.41699775))"
sc_schema_cyclable_pm35_2023.816,816,59350,Non,Oui,Non,"MULTILINESTRING ((706161.319300003 7057841.0979, 706037.112800002 7058050.4984, 706016.137999997 7058083.096, 706074.693999998 7058101.111, 706125.740999997 7058085.576, 706083.222999997 7058156.137, 706080.473700002 7058163.5714))"
sc_schema_cyclable_pm35_2023.817,817,00000,Oui,Oui,Non,"MULTILINESTRING ((706241.971199997 7054206.0438, 706227.644000001 7054266.666, 706204.232000001 7054376.932, 706181.045000217 7054498.70199887, 706181.045000002 7054498.702, 706168.776000001 7054539.581, 706142.733000003 7054607.099))"
sc_schema_cyclable_pm35_2023.818,818,00000,Non,Option,Non,"MULTILINESTRING ((702039.296347 7051558.69764438, 702039.446000002 7051558.044, 702056.074000001 7051557.147, 702071.711000003 7051543.627, 702071.927000001 7051525.365, 702059.402999997 7051509.344, 702078.454999998 7051485.539, 702106.759999998 7051419.38, 702136.181000002 7051351.838, 702153.318999998 7051323.923, 702181.316 7051293.661, 702206.663000003 7051274.679, 702232.306999996 7051261.069, 702328.780000001 7051224.202, 702350.952 7051214.002, 702373.336999998 7051199.672))"
sc_schema_cyclable_pm35_2023.819,819,59648,Non,Non,Oui,"MULTILINESTRING ((702975.435059782 7054551.857503, 703069.969670823 7054198.92365658))"
sc_schema_cyclable_pm35_2023.820,820,59350,Non,Non,Oui,"MULTILINESTRING ((704815.441000001 7060291.13499888, 704690.247480053 7060241.30779275, 704672.924811438 7060227.51189499, 704661.203484771 7060209.15194083, 704575.591330951 7060049.14968988, 704611.167000001 7060018.77699887))"
sc_schema_cyclable_pm35_2023.821,821,59286,Non,Oui,Non,"MULTILINESTRING ((698831.444399998 7056018.4218, 698833.643591454 7056019.57765739, 698837.993699998 7056021.864, 698847.020320566 7055972.74903726, 698856.977700002 7055918.5697, 698865.076489144 7055887.23701183, 698878.944323302 7055833.58497624, 698882.842 7055818.5056, 698911.764399998 7055757.7738, 698930.074999716 7055740.85657818, 698931.5471 7055739.4965, 698930.699711619 7055738.75470631))"
sc_schema_cyclable_pm35_2023.822,822,59350,Non,Oui,Non,"MULTILINESTRING ((704578.049999997 7058786.6893, 704579.085006796 7058786.70634088, 704851.061399996 7058791.1843))"
sc_schema_cyclable_pm35_2023.823,823,59523,Non,Oui,Non,"MULTILINESTRING ((712925.808200002 7054652.724, 712850.847300001 7054428.4256))"
sc_schema_cyclable_pm35_2023.824,824,59507,Non,Non,Oui,"MULTILINESTRING ((706283.31334449 7056666.34403489, 706361.901213697 7056527.5178538, 706418.991153022 7056452.33434115, 706464.631778069 7056387.51142441, 706551.282819827 7056272.41767429))"
sc_schema_cyclable_pm35_2023.825,825,59220,Oui,Option,Non,"MULTILINESTRING ((705428.115599997 7054566.7805, 705429.325000003 7054590.138, 705379.164999999 7054688.132, 705319.047899999 7054759.056, 705282.579000004 7054783.538))"
sc_schema_cyclable_pm35_2023.826,826,00000,Non,Oui,Non,"MULTILINESTRING ((704792.7971 7052876.4376, 704785.824000001 7052872.782, 704781.742200002 7052869.6473, 704781.282233079 7052869.27997681, 704771.218099996 7052861.2429, 704771.217740335 7052861.24254606, 704726.660692071 7052817.39426166, 704724.119000003 7052814.893, 704678.892999999 7052759.416, 704608.814999998 7052669.861, 704570.590499997 7052627.8024, 704569.758900002 7052626.5814, 704566.379000001 7052622.836, 704533.513400003 7052590.6701, 704533.513381319 7052590.6700734, 704532.929508316 7052589.83879658, 704532.929300003 7052589.8385, 704490.748999998 7052527.58, 704392.127999999 7052377.871, 704375.080600001 7052351.7891, 704363.239855321 7052334.15650374, 704358.340400003 7052326.8605, 704348.740000002 7052308.093, 704343.343999997 7052295.6686, 704338.316100001 7052286.7776, 704327.555808498 7052257.10204986, 704326.943000004 7052255.412, 704326.90275785 7052255.41846698, 704315.599 7052257.235, 704302.478 7052252.846, 704291.209600002 7052238.547, 704289.160999999 7052223.704, 704293.483000003 7052212.83, 704301.170999996 7052203.195, 704316.620999999 7052197.317, 704335.0022 7052203.1527, 704346.528318181 7052219.84858149, 704346.528399996 7052219.8487, 704346.528403257 7052219.84877818, 704347.235200003 7052236.793, 704343.711728279 7052242.25626423, 704338.365999997 7052250.545, 704326.889000381 7052255.38299984))"
sc_schema_cyclable_pm35_2023.827,827,59343,Oui,Oui,Non,"MULTILINESTRING ((708435.474799998 7055332.0881, 708425.550800003 7055334.4679, 708370.036499999 7055274.4388, 708308.468800001 7055230.3349, 708278.0669 7055213.5764))"
sc_schema_cyclable_pm35_2023.674,674,59523,Non,Oui,Non,"MULTILINESTRING ((712997.945299998 7054345.9783, 712947.956100002 7054244.914, 712953.187799998 7054242.0371))"
sc_schema_cyclable_pm35_2023.675,675,59560,Non,Oui,Non,"MULTILINESTRING ((703199.606899999 7049817.7592, 703200.816699997 7049808.4724, 703201.065700002 7049805.645, 703199.720399998 7049790.2441, 703182.019900002 7049734.8735, 703172.488899998 7049710.1383, 703159.601199999 7049690.0657, 703101.006399997 7049607.7936, 703074.455799997 7049570.1234, 703071.959600002 7049542.4381, 703073.774999999 7049518.8376, 703080.582900003 7049512.2566))"
sc_schema_cyclable_pm35_2023.676,676,59286,Non,Non,Non,"MULTILINESTRING ((698890.121 7055833.30899887, 698878.944323302 7055833.58497624, 698876.392 7055833.64799887))"
sc_schema_cyclable_pm35_2023.677,677,59350,Oui,Oui,Non,"MULTILINESTRING ((705451.384599999 7060342.3092, 705569.061700001 7060317.8984, 705597.950099997 7060318.7282, 705619.2663 7060326.3004, 705690.112899996 7060360.2715, 705730.914899997 7060378.709, 705759.968099997 7060393.2357, 705806.981600002 7060431.7973, 705853.466799997 7060466.133, 705921.8741 7060503.9022, 705978.924099997 7060531.1066, 706031.748300001 7060552.5004, 706076.912900001 7060570.9889, 706112.5031 7060579.0445))"
sc_schema_cyclable_pm35_2023.678,678,59350,Oui,Oui,Non,"MULTILINESTRING ((706150.755599998 7058260.2455, 706140.971000001 7058254.881, 706093.769000001 7058305.828, 705829.108999997 7058549.921, 705825.304200001 7058551.6043))"
sc_schema_cyclable_pm35_2023.679,679,59368,Non,Non,Oui,"MULTILINESTRING ((705493.982479454 7061943.30183478, 705586.940872547 7061853.9418311, 705649.312955654 7061793.3689427, 705725.478864833 7061722.60061764, 705770.458732459 7061684.21779726))"
sc_schema_cyclable_pm35_2023.680,680,00000,Non,Non,Oui,"MULTILINESTRING ((716286.70832582 7056194.40401321, 716287.477085474 7056173.90403876, 716287.705123995 7056144.2656466, 716284.450459532 7056044.19659741, 716280.09408931 7055908.35715706, 716278.860055852 7055869.35495104, 716285.189358919 7055741.34660139, 716320.061339776 7055577.87726381, 716320.064055388 7055479.60121646, 716250.954272187 7055221.67691224, 716221.724064912 7055077.85580432, 716218.811943451 7055054.78272295, 716237.185685551 7054857.83964375))"
sc_schema_cyclable_pm35_2023.681,681,59343,Non,Oui,Non,"MULTILINESTRING ((708514.516000003 7054439.545, 708517.093099996 7054434.7063))"
sc_schema_cyclable_pm35_2023.682,682,00000,Non,Non,Non,"MULTILINESTRING ((706784.079000001 7050834.65599886, 706786.350000001 7050830.56999886, 706794.291000001 7050817.18199885, 706804.843000001 7050803.68199886, 706814.714000001 7050792.90199886, 706816.644000001 7050790.97399886))"
sc_schema_cyclable_pm35_2023.683,683,59350,Non,Oui,Non,"MULTILINESTRING ((704878.895999998 7059148.911, 704862.784000002 7059151.428, 704847.401000001 7059165.698, 704841.560999997 7059184.258, 704847.343000002 7059201.719, 704859.211000003 7059214.246, 704875.515000001 7059219.231))"
sc_schema_cyclable_pm35_2023.684,684,59275,Non,Non,Oui,"MULTILINESTRING ((716237.185685551 7054857.83964375, 716240.011698837 7054837.23456423, 716242.624619804 7054816.74029673, 716248.426547749 7054748.34340149, 716248.305555033 7054716.69893826, 716244.980684683 7054689.16784066))"
sc_schema_cyclable_pm35_2023.685,685,59560,Non,Non,Oui,"MULTILINESTRING ((702994.138511029 7050876.91583085, 703097.76851596 7050749.28848977, 703222.807549324 7050554.8256544, 703369.213283302 7050256.98477763, 703427.138806077 7050141.48158497))"
sc_schema_cyclable_pm35_2023.686,686,59523,Non,Oui,Non,"MULTILINESTRING ((709733.120899998 7054364.2814, 709739.956900001 7054199.0009))"
sc_schema_cyclable_pm35_2023.687,687,59256,Non,Oui,Non,"MULTILINESTRING ((709041.124200001 7051778.3119, 709074.623000003 7051625.992, 709080.839000002 7051607.554, 709087.458999999 7051596.4619, 709093.253200002 7051588.2786, 709097.400200002 7051582.4216, 709100.388499998 7051580.7937, 709102.963 7051578.093, 709106.523900002 7051575.593, 709119.8935 7051555.1656))"
sc_schema_cyclable_pm35_2023.688,688,59507,Non,Oui,Non,"MULTILINESTRING ((707159.645000003 7056216.989, 707159.618500002 7056216.9929, 707141.784000002 7056219.646, 707127.403999999 7056205.767, 707132.880999997 7056188.708, 707147.056999996 7056179.579, 707163.600000002 7056183.31, 707179.941 7056157.279))"
sc_schema_cyclable_pm35_2023.689,689,59507,Non,Oui,Non,"MULTILINESTRING ((707179.941 7056157.279, 707163.664999999 7056183.234, 707168.924999997 7056197.151, 707166.619000003 7056210.422, 707159.618500002 7056216.9929, 707159.594999999 7056217.015))"
sc_schema_cyclable_pm35_2023.690,690,00000,Non,Non,Oui,"MULTILINESTRING ((705221.569000001 7053455.24199886, 705283.285000001 7053504.47299886, 705297.972017249 7053515.58015338, 705302.88036345 7053519.69713351, 705366.485010206 7053570.10936368, 705449.478991062 7053635.88933226, 705449.912000001 7053636.19699886, 705459.602000001 7053642.99199886, 705460.484961414 7053644.41954675, 705462.611573988 7053647.85779586, 705534.644449867 7053716.05596593, 705555.564000001 7053732.06699886, 705581.962882002 7053753.72940868, 705588.435654431 7053762.35228438, 705610.933529729 7053728.0200784, 705636.081204635 7053694.61900597, 705675.687966901 7053674.93747387, 705711.681690861 7053662.55018436, 705744.945144962 7053659.85481559, 705771.659519489 7053660.868563, 705796.726784335 7053667.48478568, 705852.937885387 7053718.60422981, 705884.328150837 7053754.19854867, 705896.940311063 7053779.14259889, 705918.240848333 7053782.78611185, 705935.057061967 7053794.83773162, 706096.773410564 7053709.63549612, 706120.683147282 7053695.42822792, 706251.482025107 7053617.70697322, 706295.204303965 7053599.76965346, 706348.151550934 7053628.4166559))"
sc_schema_cyclable_pm35_2023.691,691,00000,Non,Non,Oui,"MULTILINESTRING ((705021.097715191 7050370.28917512, 705008.081659481 7050362.16065721, 705023.419889513 7050277.16388522, 704985.36727263 7050201.14420049, 705012.289576053 7050089.59797772))"
sc_schema_cyclable_pm35_2023.713,713,59350,Non,Non,Oui,"MULTILINESTRING ((704986.110000001 7059860.00199888, 705006.546525842 7059845.53883122, 705009.261524087 7059843.6173953, 705020.292000001 7059835.81099887, 705087.780000001 7059787.56199888, 705168.950000001 7059730.68799887, 705215.061000001 7059697.63599887, 705244.759000001 7059675.73699887, 705251.242284517 7059668.65905068, 705255.040000001 7059664.51299887, 705260.280000001 7059648.83299887))"
